,Usage,Image name,neutral,happiness,surprise,sadness,anger,disgust,fear,contempt
9920,train,fer0009893.png,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2
9921,train,fer0009894.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9922,train,fer0009895.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9923,train,fer0009896.png,0.5,0.0,0.0,0.25,0.125,0.0,0.0,0.125
9924,train,fer0009897.png,0.1111111111111111,0.0,0.6666666666666666,0.0,0.0,0.0,0.2222222222222222,0.0
9925,train,fer0009898.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
9926,train,fer0009899.png,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0
9927,train,fer0009900.png,0.7,0.0,0.0,0.1,0.1,0.0,0.0,0.1
9928,train,fer0009901.png,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1
9929,train,fer0009902.png,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
9930,train,fer0009903.png,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
9931,train,fer0009904.png,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0
9932,train,fer0009905.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9933,train,fer0009906.png,0.0,0.2,0.5,0.1,0.1,0.0,0.1,0.0
9934,train,fer0009907.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9935,train,fer0009908.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9936,train,fer0009909.png,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.3
9937,train,fer0009910.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9938,train,fer0009911.png,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
9939,train,fer0009912.png,0.2857142857142857,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0
9940,train,fer0009913.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9941,train,fer0009914.png,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0
9942,train,fer0009915.png,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0
9943,train,fer0009916.png,0.1,0.0,0.1,0.8,0.0,0.0,0.0,0.0
9944,train,fer0009917.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9945,train,fer0009918.png,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0
9946,train,fer0009919.png,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0
9947,train,fer0009920.png,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0
9948,train,fer0009921.png,0.0,0.5,0.2,0.0,0.2,0.0,0.1,0.0
9949,train,fer0009922.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9950,train,fer0009923.png,0.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0
9951,train,fer0009924.png,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0
9953,train,fer0009926.png,0.0,0.0,0.25,0.0,0.625,0.0,0.125,0.0
9954,train,fer0009927.png,0.6666666666666666,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
9955,train,fer0009928.png,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
9956,train,fer0009929.png,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0.0
9957,train,fer0009930.png,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
9958,train,fer0009931.png,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0
9959,train,fer0009932.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9960,train,fer0009933.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9961,train,fer0009934.png,0.1,0.0,0.5,0.2,0.0,0.0,0.2,0.0
9962,train,fer0009935.png,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
9963,train,fer0009936.png,0.0,0.1,0.0,0.7,0.1,0.0,0.1,0.0
9964,train,fer0009937.png,0.2,0.0,0.1,0.2,0.0,0.0,0.5,0.0
9965,train,fer0009938.png,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0
9966,train,fer0009939.png,0.875,0.0,0.0,0.125,0.0,0.0,0.0,0.0
9967,train,fer0009940.png,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
9968,train,fer0009941.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9969,train,fer0009942.png,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778,0.0
9970,train,fer0009943.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9971,train,fer0009944.png,0.1,0.7,0.1,0.0,0.0,0.1,0.0,0.0
9972,train,fer0009945.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
9973,train,fer0009946.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9974,train,fer0009947.png,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.1
9975,train,fer0009948.png,0.3,0.6,0.0,0.0,0.0,0.1,0.0,0.0
9976,train,fer0009949.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9977,train,fer0009950.png,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0
9978,train,fer0009951.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9979,train,fer0009952.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9980,train,fer0009953.png,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
9981,train,fer0009954.png,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0
9982,train,fer0009955.png,0.7777777777777778,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
9983,train,fer0009956.png,0.125,0.625,0.0,0.0,0.0,0.25,0.0,0.0
9985,train,fer0009958.png,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
9986,train,fer0009959.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9987,train,fer0009960.png,0.8,0.0,0.0,0.0,0.1,0.1,0.0,0.0
9988,train,fer0009961.png,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0
9989,train,fer0009962.png,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.0
9990,train,fer0009963.png,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
9991,train,fer0009964.png,0.3,0.0,0.6,0.1,0.0,0.0,0.0,0.0
9992,train,fer0009965.png,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
9993,train,fer0009966.png,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
9994,train,fer0009967.png,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
9995,train,fer0009968.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9996,train,fer0009969.png,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0
9997,train,fer0009970.png,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0
9998,train,fer0009971.png,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0
9999,train,fer0009972.png,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
10000,train,fer0009973.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10001,train,fer0009974.png,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0
10002,train,fer0009975.png,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0
10003,train,fer0009976.png,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
10004,train,fer0009977.png,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
10005,train,fer0009978.png,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
10006,train,fer0009979.png,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
10007,train,fer0009980.png,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0
10008,train,fer0009981.png,0.5555555555555556,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
10009,train,fer0009982.png,0.25,0.0,0.625,0.0,0.0,0.0,0.125,0.0
10010,train,fer0009983.png,0.7,0.0,0.1,0.2,0.0,0.0,0.0,0.0
10011,train,fer0009984.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10012,train,fer0009985.png,0.0,0.0,0.8,0.0,0.1,0.0,0.1,0.0
10013,train,fer0009986.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10014,train,fer0009987.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10015,train,fer0009988.png,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0
10016,train,fer0009989.png,0.0,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0
10017,train,fer0009990.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10018,train,fer0009991.png,0.3,0.0,0.0,0.1,0.2,0.4,0.0,0.0
10019,train,fer0009992.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10020,train,fer0009993.png,0.375,0.0,0.0,0.625,0.0,0.0,0.0,0.0
10021,train,fer0009994.png,0.4444444444444444,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111
10022,train,fer0009995.png,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10024,train,fer0009996.png,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1
10025,train,fer0009997.png,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.1
10026,train,fer0009998.png,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
10027,train,fer0009999.png,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10028,train,fer0010000.png,0.4,0.0,0.0,0.4,0.1,0.1,0.0,0.0
10029,train,fer0010001.png,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
10030,train,fer0010002.png,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
10031,train,fer0010003.png,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0
10032,train,fer0010004.png,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.0
10033,train,fer0010005.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10034,train,fer0010006.png,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
10035,train,fer0010007.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10036,train,fer0010008.png,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
10037,train,fer0010009.png,0.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0
10038,train,fer0010010.png,0.1,0.0,0.0,0.0,0.7,0.1,0.1,0.0
10039,train,fer0010011.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
10040,train,fer0010012.png,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111
10041,train,fer0010013.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10042,train,fer0010014.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
10043,train,fer0010015.png,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0
10044,train,fer0010016.png,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0
10045,train,fer0010017.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10046,train,fer0010018.png,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
10047,train,fer0010019.png,0.0,0.1,0.4,0.0,0.1,0.0,0.4,0.0
10048,train,fer0010020.png,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
10049,train,fer0010021.png,0.7,0.0,0.1,0.2,0.0,0.0,0.0,0.0
10050,train,fer0010022.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10051,train,fer0010023.png,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0
10052,train,fer0010024.png,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0
10053,train,fer0010025.png,0.0,0.14285714285714285,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.0
10054,train,fer0010026.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10055,train,fer0010027.png,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0
10056,train,fer0010028.png,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
10057,train,fer0010029.png,0.25,0.5,0.0,0.0,0.0,0.125,0.0,0.125
10058,train,fer0010030.png,0.7,0.0,0.0,0.2,0.0,0.1,0.0,0.0
10059,train,fer0010031.png,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
10060,train,fer0010032.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10061,train,fer0010033.png,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0
10062,train,fer0010034.png,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
10063,train,fer0010035.png,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0
10064,train,fer0010036.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10065,train,fer0010037.png,0.3333333333333333,0.0,0.0,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0
10066,train,fer0010038.png,0.1,0.8,0.0,0.1,0.0,0.0,0.0,0.0
10067,train,fer0010039.png,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0
10068,train,fer0010040.png,0.5555555555555556,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0
10069,train,fer0010041.png,0.375,0.0,0.0,0.0,0.5,0.125,0.0,0.0
10070,train,fer0010042.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
10071,train,fer0010043.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10072,train,fer0010044.png,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0
10073,train,fer0010045.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
10074,train,fer0010046.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10075,train,fer0010047.png,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
10076,train,fer0010048.png,0.2,0.0,0.3,0.1,0.1,0.0,0.1,0.2
10077,train,fer0010049.png,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.4
10078,train,fer0010050.png,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.1
10079,train,fer0010051.png,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0
10080,train,fer0010052.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10081,train,fer0010053.png,0.3333333333333333,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.1111111111111111
10082,train,fer0010054.png,0.0,0.1,0.7,0.0,0.0,0.0,0.2,0.0
10083,train,fer0010055.png,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
10084,train,fer0010056.png,0.7,0.0,0.1,0.1,0.0,0.0,0.0,0.1
10085,train,fer0010057.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10086,train,fer0010058.png,0.5555555555555556,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0
10087,train,fer0010059.png,0.1,0.0,0.8,0.0,0.0,0.0,0.1,0.0
10088,train,fer0010060.png,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
10089,train,fer0010061.png,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0
10090,train,fer0010062.png,0.25,0.0,0.375,0.25,0.0,0.0,0.125,0.0
10091,train,fer0010063.png,0.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0
10092,train,fer0010064.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10093,train,fer0010065.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
10094,train,fer0010066.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10095,train,fer0010067.png,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0
10096,train,fer0010068.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10097,train,fer0010069.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
10098,train,fer0010070.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10099,train,fer0010071.png,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
10100,train,fer0010072.png,0.2,0.0,0.0,0.7,0.1,0.0,0.0,0.0
10101,train,fer0010073.png,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
10102,train,fer0010074.png,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
10103,train,fer0010075.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10104,train,fer0010076.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10105,train,fer0010077.png,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2
10106,train,fer0010078.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10107,train,fer0010079.png,0.3333333333333333,0.0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0
10108,train,fer0010080.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10109,train,fer0010081.png,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
10110,train,fer0010082.png,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0
10111,train,fer0010083.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10112,train,fer0010084.png,0.0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0
10113,train,fer0010085.png,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
10114,train,fer0010086.png,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0
10116,train,fer0010088.png,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0
10117,train,fer0010089.png,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0
10118,train,fer0010090.png,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0
10119,train,fer0010091.png,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
10120,train,fer0010092.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10121,train,fer0010093.png,0.0,0.0,0.2,0.0,0.7,0.0,0.1,0.0
10122,train,fer0010094.png,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.1111111111111111
10123,train,fer0010095.png,0.1,0.0,0.0,0.5,0.1,0.0,0.3,0.0
10124,train,fer0010096.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10125,train,fer0010097.png,0.1,0.0,0.0,0.0,0.2,0.2,0.3,0.2
10126,train,fer0010098.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10127,train,fer0010099.png,0.875,0.0,0.0,0.125,0.0,0.0,0.0,0.0
10128,train,fer0010100.png,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.1
10129,train,fer0010101.png,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
10130,train,fer0010102.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10131,train,fer0010103.png,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0
10132,train,fer0010104.png,0.5555555555555556,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0
10133,train,fer0010105.png,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0
10134,train,fer0010106.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10135,train,fer0010107.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10136,train,fer0010108.png,0.2,0.0,0.5,0.2,0.1,0.0,0.0,0.0
10137,train,fer0010109.png,0.2,0.0,0.0,0.4,0.3,0.0,0.0,0.1
10138,train,fer0010110.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10139,train,fer0010111.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10140,train,fer0010112.png,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
10141,train,fer0010113.png,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,0.0
10142,train,fer0010114.png,0.2222222222222222,0.2222222222222222,0.0,0.0,0.5555555555555556,0.0,0.0,0.0
10143,train,fer0010115.png,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.1
10144,train,fer0010116.png,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0
10145,train,fer0010117.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10146,train,fer0010118.png,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
10147,train,fer0010119.png,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
10148,train,fer0010120.png,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0
10149,train,fer0010121.png,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0
10150,train,fer0010122.png,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
10151,train,fer0010123.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10152,train,fer0010124.png,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0
10153,train,fer0010125.png,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
10154,train,fer0010126.png,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0
10155,train,fer0010127.png,0.1,0.0,0.0,0.0,0.8,0.0,0.1,0.0
10156,train,fer0010128.png,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.1
10157,train,fer0010129.png,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.1
10158,train,fer0010130.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
10159,train,fer0010131.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10160,train,fer0010132.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10161,train,fer0010133.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10162,train,fer0010134.png,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
10163,train,fer0010135.png,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10164,train,fer0010136.png,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
10165,train,fer0010137.png,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0
10166,train,fer0010138.png,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
10167,train,fer0010139.png,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
10168,train,fer0010140.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10169,train,fer0010141.png,0.1111111111111111,0.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0.2222222222222222,0.0
10170,train,fer0010142.png,0.0,0.1,0.4,0.0,0.2,0.0,0.3,0.0
10171,train,fer0010143.png,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
10172,train,fer0010144.png,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0
10173,train,fer0010145.png,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0
10174,train,fer0010146.png,0.5555555555555556,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
10175,train,fer0010147.png,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10176,train,fer0010148.png,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10177,train,fer0010149.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10178,train,fer0010150.png,0.0,0.0,0.1,0.0,0.8,0.0,0.1,0.0
10179,train,fer0010151.png,0.6,0.0,0.0,0.3,0.1,0.0,0.0,0.0
10180,train,fer0010152.png,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.1
10181,train,fer0010153.png,0.2,0.0,0.0,0.0,0.7,0.1,0.0,0.0
10182,train,fer0010154.png,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
10183,train,fer0010155.png,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111
10184,train,fer0010156.png,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.1
10185,train,fer0010157.png,0.0,0.1,0.8,0.0,0.0,0.0,0.1,0.0
10186,train,fer0010158.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10187,train,fer0010159.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10188,train,fer0010160.png,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0
10189,train,fer0010161.png,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.125
10190,train,fer0010162.png,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
10191,train,fer0010163.png,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0
10192,train,fer0010164.png,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.1
10193,train,fer0010165.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10194,train,fer0010166.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10195,train,fer0010167.png,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0
10196,train,fer0010168.png,0.0,0.1111111111111111,0.4444444444444444,0.0,0.4444444444444444,0.0,0.0,0.0
10197,train,fer0010169.png,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.1
10198,train,fer0010170.png,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
10199,train,fer0010171.png,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
10201,train,fer0010173.png,0.1,0.0,0.2,0.0,0.2,0.0,0.5,0.0
10202,train,fer0010174.png,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0
10203,train,fer0010175.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10204,train,fer0010176.png,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
10205,train,fer0010177.png,0.4,0.1,0.0,0.5,0.0,0.0,0.0,0.0
10206,train,fer0010178.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10207,train,fer0010179.png,0.1,0.0,0.0,0.0,0.7,0.2,0.0,0.0
10208,train,fer0010180.png,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0
10209,train,fer0010181.png,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0
10210,train,fer0010182.png,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0
10211,train,fer0010183.png,0.0,0.0,0.4,0.1,0.3,0.0,0.2,0.0
10212,train,fer0010184.png,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
